source,n_steps,min_v2v_m,contact_dens_5mm,contact_dens_10mm,contact_dens_20mm
chi3d,-1,0.004967526998370886,9.104947480409464e-07,1.0015442057920154e-05,8.831798913888633e-05
chi3d,-1,0.00390625,9.104947480409464e-07,7.2839579843275715e-06,5.098770634504035e-05
chi3d,-1,0.002367031294852495,1.8209894960818929e-06,2.0941379261785187e-05,0.0002121452707797289
chi3d,-1,0.002013235120102763,1.8209895642939955e-05,0.0001629785547265783,0.0009541984763927758
chi3d,-1,0.003996754065155983,4.552473910734989e-06,2.003088411584031e-05,0.00017299399769399315
chi3d,-1,0.0044751716777682304,9.104947480409464e-07,5.462968601932516e-06,3.824077793979086e-05
chi3d,-1,0.005415300838649273,0.0,1.7299400496995077e-05,0.00014750014815945178
chi3d,-1,0.0049555134028196335,9.104947480409464e-07,1.0925937203865033e-05,9.37809600145556e-05
chi3d,-1,0.004228639882057905,9.104947480409464e-07,9.104947821469977e-06,7.192908378783613e-05
chi3d,-1,0.002804962219670415,9.104947480409464e-07,4.552473910734989e-06,7.010809349594638e-05
chi3d,-1,0.0038291960954666138,9.104947480409464e-07,3.6419789921637857e-06,4.0972263377625495e-05
chi3d,-1,0.07764516025781631,0.0,0.0,0.0
chi3d,-1,0.012697659432888031,0.0,0.0,9.104947480409464e-07
chi3d,-1,0.09725809842348099,0.0,0.0,0.0
chi3d,-1,0.009319011121988297,0.0,9.104947480409464e-07,9.104947480409464e-07
chi3d,-1,0.2897963225841522,0.0,0.0,0.0
chi3d,-1,0.03773927688598633,0.0,0.0,0.0
chi3d,-1,0.028398077934980392,0.0,0.0,0.0
chi3d,-1,0.05440749228000641,0.0,0.0,0.0
chi3d,-1,0.028113828971982002,0.0,0.0,0.0
chi3d,-1,0.033777981996536255,0.0,0.0,0.0
chi3d,-1,0.05257164686918259,0.0,0.0,0.0
